model_path,model_code,sub_dataset,engine_source,engine_id,PICP,PINAW,CWC
/Mamba_Rul/logs/FD001_GAT_EDmamba_dropout_0.1/seed88/best_model_FD001_0902_140515_seed88.pkl,best_model_FD001_0902_140515_seed88,FD001,train,19,0.6976744186046512,0.1173872684212618,35383.665415965006
